,id,model,participant,prompt,target,predicted,src,total_tokens,proportion
0,betal18_box-98b8,gpt3-babbage,betal182151,box,1.0,1.0,betal18,14,0.4
0,dod20_book-1676,gpt3-babbage,dod2061,book,2.5,3.0,dod20,16,0.4
0,motesf_lightbulb-6f32,gpt3-babbage,motesfaab3,lightbulb,3.6,3.6,motesf,27,0.4
0,motesf_pencil-1274,gpt3-babbage,motesf43ec,pencil,4.1,3.6,motesf,18,0.4
0,snb17_box-bc6d,gpt3-babbage,snb1764,box,2.0,3.0,snb17,31,0.4
0,hmsl_paperclip-dbbc,gpt3-babbage,hmslO9vSup0D,paperclip,2.7,3.3,hmsl,28,0.4
0,setal08_knife-508e,gpt3-babbage,setal08239,knife,1.3,1.3,setal08,14,0.4
0,betal18_rope-6336,gpt3-babbage,betal182180,rope,1.0,1.3,betal18,15,0.4
0,motesp-g1_shoe-31MB,gpt3-babbage,31MB,shoe,3.4,3.0,motesp,24,0.4
0,dod20_pants-99b7,gpt3-babbage,dod2019,pants,4.5,3.0,dod20,15,0.4
0,motesf_hat-6ad0,gpt3-babbage,motesf077e,hat,2.4,2.4,motesf,20,0.4
0,dod20_bottle-6a9b,gpt3-babbage,dod2085,bottle,2.2,2.1,dod20,14,0.4
0,snb17_box-4e8e,gpt3-babbage,snb1760,box,2.3,2.0,snb17,14,0.4
0,motesf_bottle-532c,gpt3-babbage,motesf072b,bottle,2.7,3.3,motesf,18,0.4
0,betal18_rope-729a,gpt3-babbage,betal182084,rope,1.9,2.0,betal18,19,0.4
0,dod20_fork-9a4b,gpt3-babbage,dod2015,fork,1.0,1.0,dod20,14,0.4
0,motesf_bottle-db58,gpt3-babbage,motesfca46,bottle,2.4,3.0,motesf,24,0.4
0,snbmo09_box-b38d,gpt3-babbage,snbmo0976,box,2.0,2.0,snbmo09,17,0.4
0,motesf_pencil-d85c,gpt3-babbage,motesfc058,pencil,3.3,2.7,motesf,18,0.4
0,snbmo09_knife-daf0,gpt3-babbage,snbmo09106,knife,1.0,1.0,snbmo09,16,0.4
0,snb17_box-6f5e,gpt3-babbage,snb17141,box,1.3,1.0,snb17,15,0.4
0,motesf_lightbulb-0d5d,gpt3-babbage,motesf1679,lightbulb,3.3,3.6,motesf,48,0.4
0,snb17_box-2ff4,gpt3-babbage,snb17157,box,2.7,2.0,snb17,14,0.4
0,hmsl_brick-2526,gpt3-babbage,hmslsTF5ZTxJ,brick,1.5,1.3,hmsl,17,0.4
0,bs12_brick-5d8a,gpt3-babbage,bs1286,brick,1.8,1.7,bs12,23,0.4
0,setal08_knife-ffe1,gpt3-babbage,setal0874,knife,1.7000000000000002,1.7,setal08,15,0.4
0,setal08_brick-d202,gpt3-babbage,setal0873,brick,2.3,2.7,setal08,15,0.4
0,betal18_rope-6e12,gpt3-babbage,betal182163,rope,1.6,2.1,betal18,15,0.4
0,bs12_brick-3010,gpt3-babbage,bs1213,brick,2.2,1.7,bs12,26,0.4
0,betal18_box-028a,gpt3-babbage,betal182023,box,1.6,2.1,betal18,14,0.4
0,setal08_brick-6f4a,gpt3-babbage,setal08175,brick,2.3,3.0,setal08,27,0.4
0,setal08_brick-7519,gpt3-babbage,setal0813,brick,1.7000000000000002,1.7,setal08,21,0.4
0,betal18_box-164d,gpt3-babbage,betal182094,box,1.9,2.7,betal18,15,0.4
0,hmsl_paperclip-3dda,gpt3-babbage,hmsl57D9S225,paperclip,2.0,3.2,hmsl,16,0.4
0,bs12_brick-a61e,gpt3-babbage,bs1251,brick,1.0,1.0,bs12,16,0.4
0,bs12_brick-b501,gpt3-babbage,bs1223,brick,2.6,3.0,bs12,21,0.4
0,bs12_brick-9a60,gpt3-babbage,bs12108,brick,1.4,2.0,bs12,20,0.4
0,motesp-g1_shoe-20HL,gpt3-babbage,20HL,shoe,3.7,4.0,motesp,24,0.4
0,snbmo09_box-be24,gpt3-babbage,snbmo0948,box,1.0,1.0,snbmo09,16,0.4
0,hmsl_brick-96f9,gpt3-babbage,hmslb180td4X,brick,1.2,1.0,hmsl,19,0.4
0,dod20_rope-4678,gpt3-babbage,dod2029,rope,1.7000000000000002,1.3,dod20,16,0.4
0,betal18_box-5737,gpt3-babbage,betal182125,box,2.4,2.0,betal18,18,0.4
0,motesf_ball-bc79,gpt3-babbage,motesf20f0,ball,1.6,1.6,motesf,17,0.4
0,setal08_brick-ee1a,gpt3-babbage,setal08218,brick,2.3,2.0,setal08,22,0.4
0,dod20_rope-b9b3,gpt3-babbage,dod2051,rope,3.0,1.0,dod20,17,0.4
0,betal18_box-63ba,gpt3-babbage,betal182002,box,1.0,1.0,betal18,16,0.4
0,snb17_box-d7ce,gpt3-babbage,snb1798,box,1.0,1.3,snb17,14,0.4
0,motesf_hat-8050,gpt3-babbage,motesf1afa,hat,2.4,2.1,motesf,18,0.4
0,betal18_box-e921,gpt3-babbage,betal182017,box,2.0,1.9,betal18,14,0.4
0,betal18_box-0436,gpt3-babbage,betal182003,box,1.3,1.3,betal18,14,0.4
0,bs12_brick-22dc,gpt3-babbage,bs1264,brick,2.2,3.4,bs12,28,0.4
0,bs12_brick-e26e,gpt3-babbage,bs1223,brick,2.6,3.0,bs12,24,0.4
0,snb17_box-855d,gpt3-babbage,snb17111,box,2.3,2.7,snb17,14,0.4
0,dod20_tire-b6f9,gpt3-babbage,dod202,tire,3.3,3.2,dod20,18,0.4
0,snb17_rope-6750,gpt3-babbage,snb1754,rope,1.3,2.3,snb17,18,0.4
0,motesf_bottle-3dd8,gpt3-babbage,motesf7cbb,bottle,3.3,3.2,motesf,23,0.4
0,snbmo09_brick-ddc9,gpt3-babbage,snbmo0952,brick,1.0,1.3,snbmo09,16,0.4
0,snbmo09_knife-a345,gpt3-babbage,snbmo0962,knife,2.2,2.0,snbmo09,17,0.4
0,dod20_rope-6102,gpt3-babbage,dod2078,rope,3.8,2.7,dod20,17,0.4
0,hmsl_paperclip-871a,gpt3-babbage,hmsl5HXO64Ya,paperclip,3.0,3.3,hmsl,21,0.4
0,hmsl_paperclip-a503,gpt3-babbage,hmslJwPQBC80,paperclip,2.7,2.5,hmsl,18,0.4
0,snbmo09_brick-86ee,gpt3-babbage,snbmo0939,brick,1.5,1.4,snbmo09,16,0.4
0,motesf_toothbrush-ca97,gpt3-babbage,motesf07e1,toothbrush,3.0,2.4,motesf,20,0.4
0,dod20_pants-4d85,gpt3-babbage,dod208,pants,3.5,3.2,dod20,14,0.4
0,snbmo09_box-6ddc,gpt3-babbage,snbmo0990,box,1.7000000000000002,1.3,snbmo09,16,0.4
0,setal08_brick-acdb,gpt3-babbage,setal082,brick,1.7000000000000002,3.0,setal08,16,0.4
0,snb17_rope-7a28,gpt3-babbage,snb17107,rope,1.7000000000000002,3.6,snb17,18,0.4
0,dod20_rope-0134,gpt3-babbage,dod2088,rope,2.5,2.0,dod20,15,0.4
0,dod20_rope-0c9a,gpt3-babbage,dod203,rope,1.8,1.7,dod20,17,0.4
0,setal08_knife-5d44,gpt3-babbage,setal0890,knife,2.0,1.7,setal08,15,0.4
0,motesf_bottle-8ed8,gpt3-babbage,motesf2a79,bottle,3.3,3.0,motesf,15,0.4
0,bs12_brick-d34e,gpt3-babbage,bs1266,brick,2.2,1.8,bs12,24,0.4
0,dod20_table-7e8f,gpt3-babbage,dod2085,table,3.7,2.8,dod20,14,0.4
0,betal18_box-f32f,gpt3-babbage,betal182025,box,1.3,2.0,betal18,14,0.4
0,dod20_bottle-1c8d,gpt3-babbage,dod2032,bottle,3.8,2.7,dod20,15,0.4
0,dod20_rope-e447,gpt3-babbage,dod2050,rope,3.0,3.5,dod20,21,0.4
0,hmsl_brick-dac8,gpt3-babbage,hmsl7Alo1fos,brick,1.3,1.3,hmsl,20,0.4
0,setal08_brick-a128,gpt3-babbage,setal08189,brick,3.0,2.0,setal08,26,0.4
0,dod20_fork-f9bb,gpt3-babbage,dod202,fork,2.7,3.0,dod20,27,0.4
0,hmsl_paperclip-ba86,gpt3-babbage,hmslFh8745VU,paperclip,2.8,2.2,hmsl,20,0.4
0,hmsl_paperclip-6da1,gpt3-babbage,hmsll66h8TSK,paperclip,1.8,1.8,hmsl,19,0.4
0,snbmo09_knife-32af,gpt3-babbage,snbmo0955,knife,1.0,1.0,snbmo09,14,0.4
0,dod20_shoe-2341,gpt3-babbage,dod2081,shoe,2.0,2.2,dod20,18,0.4
0,bs12_brick-890d,gpt3-babbage,bs1286,brick,1.4,1.7,bs12,18,0.4
0,setal08_brick-baa0,gpt3-babbage,setal08211,brick,2.0,2.3,setal08,26,0.4
0,snb17_box-299e,gpt3-babbage,snb17141,box,1.3,1.3,snb17,13,0.4
0,betal18_box-c10d,gpt3-babbage,betal182087,box,1.3,1.0,betal18,15,0.4
0,setal08_knife-95f2,gpt3-babbage,setal08195,knife,1.3,1.7,setal08,16,0.4
0,hmsl_paperclip-d03a,gpt3-babbage,hmslB2edM796,paperclip,3.5,3.3,hmsl,16,0.4
0,setal08_knife-e663,gpt3-babbage,setal0813,knife,1.7000000000000002,1.7,setal08,17,0.4
0,hmsl_brick-9f5c,gpt3-babbage,hmsl8231icq2,brick,1.8,1.0,hmsl,16,0.4
0,dod20_fork-ddf7,gpt3-babbage,dod2072,fork,1.0,1.0,dod20,16,0.4
0,motesf_spoon-dccc,gpt3-babbage,motesfd296,spoon,3.0,3.6,motesf,23,0.4
0,betal18_rope-7ef9,gpt3-babbage,betal182190,rope,1.4,1.6,betal18,14,0.4
0,betal18_rope-28a8,gpt3-babbage,betal182187,rope,2.4,1.9,betal18,15,0.4
0,dod20_fork-8443,gpt3-babbage,dod2054,fork,2.5,2.5,dod20,15,0.4
0,bs12_brick-bade,gpt3-babbage,bs1247,brick,1.4,1.7,bs12,19,0.4
0,setal08_knife-1a90,gpt3-babbage,setal08145,knife,1.3,1.2,setal08,15,0.4
0,motesf_lightbulb-881f,gpt3-babbage,motesfbc6d,lightbulb,3.6,2.7,motesf,19,0.4
0,bs12_brick-5ebd,gpt3-babbage,bs1279,brick,1.0,1.8,bs12,19,0.4
0,snbmo09_box-8792,gpt3-babbage,snbmo09112,box,1.4,1.3,snbmo09,14,0.4
0,bs12_brick-d357,gpt3-babbage,bs12133,brick,2.6,1.0,bs12,19,0.4
0,dod20_rope-c348,gpt3-babbage,dod2072,rope,3.0,1.7,dod20,16,0.4
0,setal08_brick-c301,gpt3-babbage,setal08147,brick,1.7000000000000002,1.7,setal08,18,0.4
0,hmsl_brick-aed8,gpt3-babbage,hmsl47h4XUb6,brick,1.1,1.0,hmsl,14,0.4
0,snbmo09_box-3d51,gpt3-babbage,snbmo09107,box,1.8,2.3,snbmo09,29,0.4
0,motesf_pencil-08ce,gpt3-babbage,motesf819f,pencil,3.0,3.0,motesf,17,0.4
0,snbmo09_brick-47fc,gpt3-babbage,snbmo0967,brick,1.8,1.4,snbmo09,23,0.4
0,motesp-g1_pencil-14ML,gpt3-babbage,14ML,pencil,2.8,3.6,motesp,25,0.4
0,setal08_brick-262c,gpt3-babbage,setal08144,brick,2.3,3.0,setal08,26,0.4
0,hmsl_paperclip-2655,gpt3-babbage,hmslD9ZeYC3r,paperclip,2.0,2.0,hmsl,15,0.4
0,dod20_rope-6e51,gpt3-babbage,dod2010,rope,1.2,1.3,dod20,16,0.4
0,motesf_ball-6a08,gpt3-babbage,motesfe369,ball,2.7,3.3,motesf,15,0.4
0,snb17_box-059a,gpt3-babbage,snb1750,box,2.7,2.3,snb17,17,0.4
0,motesf_toothbrush-6eb6,gpt3-babbage,motesffc49,toothbrush,2.7,2.4,motesf,21,0.4
0,dod20_shoe-e5f1,gpt3-babbage,dod2068,shoe,1.0,1.5,dod20,14,0.4
0,snb17_box-7171,gpt3-babbage,snb1730,box,2.3,1.8,snb17,15,0.4
0,betal18_box-ffa7,gpt3-babbage,betal182168,box,1.6,2.0,betal18,17,0.4
0,betal18_rope-d7e5,gpt3-babbage,betal182124,rope,1.6,2.7,betal18,15,0.4
0,snbmo09_brick-0000,gpt3-babbage,snbmo09145,brick,1.6,2.0,snbmo09,16,0.4
0,motesf_pencil-f53e,gpt3-babbage,motesf1ff1,pencil,2.7,3.6,motesf,27,0.4
0,betal18_box-e180,gpt3-babbage,betal182142,box,1.6,2.0,betal18,15,0.4
0,setal08_brick-7159,gpt3-babbage,setal08191,brick,1.7000000000000002,2.2,setal08,17,0.4
0,bs12_brick-95ab,gpt3-babbage,bs1232,brick,1.0,1.5,bs12,16,0.4
0,betal18_rope-1cc5,gpt3-babbage,betal182171,rope,1.0,1.0,betal18,16,0.4
0,dod20_tire-4e80,gpt3-babbage,dod202,tire,1.5,1.5,dod20,18,0.4
0,snbmo09_brick-74c9,gpt3-babbage,snbmo09102,brick,1.5,1.8,snbmo09,25,0.4
0,motesp-g1_spoon-12AM,gpt3-babbage,12AM,spoon,4.8,3.6,motesp,17,0.4
0,dod20_brick-255e,gpt3-babbage,dod2062,brick,2.7,1.7,dod20,16,0.4
0,snbmo09_knife-c764,gpt3-babbage,snbmo0924,knife,2.0,1.7,snbmo09,15,0.4
0,snbmo09_brick-da40,gpt3-babbage,snbmo09166,brick,3.5,3.0,snbmo09,27,0.4
0,snb17_rope-e433,gpt3-babbage,snb1732,rope,1.3,1.3,snb17,15,0.4
0,motesf_spoon-2cee,gpt3-babbage,motesfd1fe,spoon,2.4,2.4,motesf,19,0.4
0,snbmo09_brick-6021,gpt3-babbage,snbmo0943,brick,1.3,1.7,snbmo09,20,0.4
0,setal08_brick-9e71,gpt3-babbage,setal08161,brick,1.7000000000000002,1.0,setal08,16,0.4
0,dod20_rope-538b,gpt3-babbage,dod2071,rope,2.5,1.7,dod20,17,0.4
0,dod20_brick-f87c,gpt3-babbage,dod203,brick,3.3,2.0,dod20,16,0.4
0,betal18_rope-f94e,gpt3-babbage,betal182026,rope,2.1,2.3,betal18,24,0.4
0,hmsl_brick-313e,gpt3-babbage,hmslYn49gHlm,brick,2.5,1.5,hmsl,17,0.4
0,setal08_brick-bc6c,gpt3-babbage,setal08149,brick,1.7000000000000002,1.7,setal08,26,0.4
0,hmsl_paperclip-f4c7,gpt3-babbage,hmslSp2k68mD,paperclip,1.7000000000000002,2.0,hmsl,15,0.4
0,betal18_rope-249b,gpt3-babbage,betal182117,rope,3.3,2.7,betal18,32,0.4
0,setal08_knife-072f,gpt3-babbage,setal08202,knife,1.0,1.0,setal08,16,0.4
0,hmsl_paperclip-df9a,gpt3-babbage,hmslc62vD57c,paperclip,1.7000000000000002,1.7,hmsl,20,0.4
0,snb17_box-701a,gpt3-babbage,snb1763,box,1.3,1.7,snb17,15,0.4
0,snb17_box-5d09,gpt3-babbage,snb1798,box,2.0,2.1,snb17,13,0.4
0,dod20_book-5c62,gpt3-babbage,dod2053,book,3.5,4.5,dod20,14,0.4
0,setal08_brick-7d76,gpt3-babbage,setal08111,brick,2.0,1.5,setal08,19,0.4
0,setal08_brick-5c65,gpt3-babbage,setal08126,brick,2.2,2.2,setal08,15,0.4
0,bs12_brick-bf58,gpt3-babbage,bs1212,brick,1.4,1.5,bs12,16,0.4
0,hmsl_brick-e7cb,gpt3-babbage,hmsl9cGn0FdJ,brick,1.8,3.0,hmsl,17,0.4
0,bs12_brick-a524,gpt3-babbage,bs1223,brick,3.8,3.4,bs12,25,0.4
0,motesf_pencil-619b,gpt3-babbage,motesfa597,pencil,3.6,3.9,motesf,25,0.4
0,hmsl_paperclip-7fc3,gpt3-babbage,hmslBn3F7OK4,paperclip,1.8,1.8,hmsl,17,0.4
0,snb17_rope-c623,gpt3-babbage,snb1722,rope,1.0,1.7,snb17,16,0.4
0,hmsl_paperclip-9837,gpt3-babbage,hmslBn3F7OK4,paperclip,2.0,2.0,hmsl,22,0.4
0,snbmo09_knife-d5b7,gpt3-babbage,snbmo09172,knife,1.5,1.7,snbmo09,17,0.4
0,snbmo09_box-fbd2,gpt3-babbage,snbmo0932,box,2.5,2.3,snbmo09,20,0.4
0,motesf_bottle-77b4,gpt3-babbage,motesf432a,bottle,2.7,3.0,motesf,24,0.4
0,bs12_brick-01b4,gpt3-babbage,bs1285,brick,1.4,1.7,bs12,15,0.4
0,snbmo09_box-33ed,gpt3-babbage,snbmo0950,box,2.5,2.0,snbmo09,18,0.4
0,setal08_brick-3bae,gpt3-babbage,setal08184,brick,1.7000000000000002,1.5,setal08,18,0.4
0,bs12_brick-d5d1,gpt3-babbage,bs1215,brick,1.4,1.4,bs12,19,0.4
0,betal18_box-2c67,gpt3-babbage,betal182083,box,1.0,1.0,betal18,16,0.4
0,snbmo09_box-5720,gpt3-babbage,snbmo09133,box,1.3,1.0,snbmo09,17,0.4
0,motesf_toothbrush-da7a,gpt3-babbage,motesfe569,toothbrush,3.3,2.4,motesf,21,0.4
0,bs12_brick-4b5e,gpt3-babbage,bs12124,brick,1.0,1.4,bs12,40,0.4
0,motesf_lightbulb-ac83,gpt3-babbage,motesfb1a5,lightbulb,3.6,3.6,motesf,21,0.4
0,dod20_fork-9c72,gpt3-babbage,dod2034,fork,3.0,2.5,dod20,15,0.4
0,betal18_box-5646,gpt3-babbage,betal182040,box,2.0,2.1,betal18,14,0.4
0,motesf_ball-2e36,gpt3-babbage,motesf854d,ball,2.1,2.1,motesf,15,0.4
0,bs12_brick-9bd9,gpt3-babbage,bs12109,brick,1.8,1.8,bs12,17,0.4
0,betal18_box-84e7,gpt3-babbage,betal182106,box,1.9,2.3,betal18,21,0.4
0,snbmo09_knife-158a,gpt3-babbage,snbmo0942,knife,1.2,1.7,snbmo09,18,0.4
0,bs12_brick-a257,gpt3-babbage,bs1293,brick,1.4,1.0,bs12,20,0.4
0,hmsl_brick-fed5,gpt3-babbage,hmslM5603YCQ,brick,1.2,1.0,hmsl,15,0.4
0,setal08_knife-600b,gpt3-babbage,setal0826,knife,4.7,3.0,setal08,17,0.4
0,dod20_bottle-eba0,gpt3-babbage,dod2084,bottle,3.3,3.2,dod20,20,0.4
0,betal18_rope-8963,gpt3-babbage,betal182048,rope,1.6,3.0,betal18,20,0.4
0,dod20_pants-0f96,gpt3-babbage,dod2059,pants,3.5,3.2,dod20,13,0.4
0,snb17_box-2a9f,gpt3-babbage,snb17157,box,1.3,1.9,snb17,15,0.4
0,setal08_knife-910a,gpt3-babbage,setal08153,knife,1.7000000000000002,2.0,setal08,16,0.4
0,snbmo09_knife-45c8,gpt3-babbage,snbmo09196,knife,1.5,1.7,snbmo09,20,0.4
0,setal08_knife-5791,gpt3-babbage,setal08102,knife,2.3,2.7,setal08,19,0.4
0,bs12_brick-00cc,gpt3-babbage,bs1241,brick,1.4,2.0,bs12,20,0.4
0,betal18_rope-beae,gpt3-babbage,betal182053,rope,1.3,1.3,betal18,14,0.4
0,snbmo09_box-4d53,gpt3-babbage,snbmo098,box,2.5,2.3,snbmo09,19,0.4
0,betal18_rope-846a,gpt3-babbage,betal182099,rope,1.0,1.3,betal18,16,0.4
0,betal18_rope-9c5d,gpt3-babbage,betal182135,rope,1.6,1.9,betal18,15,0.4
0,dod20_tire-61ab,gpt3-babbage,dod2062,tire,1.5,1.5,dod20,17,0.4
0,bs12_brick-cf2d,gpt3-babbage,bs12108,brick,1.4,1.5,bs12,27,0.4
0,setal08_knife-658a,gpt3-babbage,setal08176,knife,3.3,2.7,setal08,19,0.4
0,dod20_fork-156b,gpt3-babbage,dod2084,fork,3.3,2.0,dod20,17,0.4
0,hmsl_brick-101a,gpt3-babbage,hmsl9qInF3rw,brick,1.5,1.5,hmsl,19,0.4
0,snbmo09_knife-ebea,gpt3-babbage,snbmo09181,knife,1.6,2.0,snbmo09,13,0.4
0,hmsl_paperclip-95a8,gpt3-babbage,hmslDw04qHCX,paperclip,1.8,2.5,hmsl,16,0.4
0,snbmo09_box-c89a,gpt3-babbage,snbmo0920,box,1.7000000000000002,1.7,snbmo09,16,0.4
0,setal08_knife-3f77,gpt3-babbage,setal0818,knife,1.0,1.0,setal08,19,0.4
0,motesf_hat-7b92,gpt3-babbage,motesf38db,hat,3.3,3.0,motesf,17,0.4
0,betal18_rope-cbdc,gpt3-babbage,betal182123,rope,1.0,1.0,betal18,15,0.4
0,motesf_toothbrush-6a53,gpt3-babbage,motesfeccb,toothbrush,2.7,2.7,motesf,20,0.4
0,dod20_book-9b90,gpt3-babbage,dod2046,book,3.2,3.5,dod20,18,0.4
0,snbmo09_brick-3761,gpt3-babbage,snbmo09130,brick,2.5,3.0,snbmo09,16,0.4
0,hmsl_paperclip-4f77,gpt3-babbage,hmslv913q7UQ,paperclip,3.5,2.5,hmsl,23,0.4
0,snbmo09_box-7141,gpt3-babbage,snbmo0952,box,2.2,1.3,snbmo09,14,0.4
0,snbmo09_knife-6f46,gpt3-babbage,snbmo09178,knife,1.5,2.0,snbmo09,14,0.4
0,motesf_lightbulb-9e4a,gpt3-babbage,motesf5ef0,lightbulb,3.9,3.3,motesf,17,0.4
0,hmsl_brick-e64f,gpt3-babbage,hmslD13S9Cg0,brick,2.0,1.3,hmsl,16,0.4
0,dod20_shoe-1f97,gpt3-babbage,dod2024,shoe,3.8,3.5,dod20,17,0.4
0,snb17_rope-a052,gpt3-babbage,snb1731,rope,2.0,3.0,snb17,15,0.4
0,motesf_toothbrush-fabd,gpt3-babbage,motesf2f2b,toothbrush,3.3,2.7,motesf,22,0.4
0,dod20_pants-fda0,gpt3-babbage,dod2036,pants,3.0,3.2,dod20,16,0.4
0,betal18_rope-25f1,gpt3-babbage,betal182176,rope,1.6,1.7,betal18,16,0.4
0,dod20_pants-155d,gpt3-babbage,dod2056,pants,1.0,1.0,dod20,14,0.4
0,snbmo09_box-3ff7,gpt3-babbage,snbmo09194,box,1.7000000000000002,1.7,snbmo09,20,0.4
0,dod20_shovel-8c8b,gpt3-babbage,dod2052,shovel,2.3,1.5,dod20,20,0.4
0,snb17_box-1b4c,gpt3-babbage,snb17151,box,2.0,1.7,snb17,29,0.4
0,dod20_shoe-bae3,gpt3-babbage,dod2090,shoe,2.7,2.8,dod20,16,0.4
0,betal18_box-7ad0,gpt3-babbage,betal182075,box,2.1,2.3,betal18,22,0.4
0,dod20_shoe-e8d1,gpt3-babbage,dod2017,shoe,3.0,3.8,dod20,15,0.4
0,dod20_rope-14d5,gpt3-babbage,dod2030,rope,1.8,2.4,dod20,17,0.4
0,snb17_box-4ea9,gpt3-babbage,snb1798,box,1.0,1.3,snb17,14,0.4
0,dod20_brick-92c2,gpt3-babbage,dod2048,brick,2.2,1.0,dod20,16,0.4
0,bs12_brick-a198,gpt3-babbage,bs1215,brick,1.4,3.0,bs12,22,0.4
0,motesf_toothbrush-bc54,gpt3-babbage,motesfe165,toothbrush,3.9,3.9,motesf,22,0.4
0,dod20_table-ad0e,gpt3-babbage,dod2062,table,1.7000000000000002,1.5,dod20,16,0.4
0,hmsl_brick-889a,gpt3-babbage,hmslbfOfv2B9,brick,1.8,1.3,hmsl,22,0.4
0,hmsl_paperclip-1d09,gpt3-babbage,hmslba1FcFHt,paperclip,2.4,1.7,hmsl,16,0.4
0,snbmo09_box-a585,gpt3-babbage,snbmo09158,box,1.3,1.7,snbmo09,16,0.4
0,setal08_knife-e7fb,gpt3-babbage,setal0883,knife,2.3,1.7,setal08,22,0.4
0,dod20_shovel-9e2c,gpt3-babbage,dod2016,shovel,3.0,3.0,dod20,23,0.4
0,setal08_knife-26f2,gpt3-babbage,setal0837,knife,1.0,1.0,setal08,15,0.4
0,hmsl_brick-90a9,gpt3-babbage,hmslIcVu0w8g,brick,2.0,1.7,hmsl,17,0.4
0,setal08_knife-9ed4,gpt3-babbage,setal0819,knife,1.3,1.0,setal08,18,0.4
0,hmsl_brick-6a6b,gpt3-babbage,hmsl5SRJR5D5,brick,3.5,2.0,hmsl,18,0.4
0,snb17_rope-4308,gpt3-babbage,snb1755,rope,1.0,1.3,snb17,20,0.4
0,dod20_shovel-e228,gpt3-babbage,dod2072,shovel,1.0,1.0,dod20,19,0.4
0,hmsl_paperclip-e3b1,gpt3-babbage,hmslIT6ztEpf,paperclip,2.0,2.2,hmsl,16,0.4
0,snbmo09_box-6ed3,gpt3-babbage,snbmo09153,box,1.2,2.0,snbmo09,22,0.4
0,motesf_bottle-38db,gpt3-babbage,motesfc058,bottle,3.3,3.3,motesf,40,0.4
0,bs12_brick-1881,gpt3-babbage,bs12124,brick,1.4,1.4,bs12,25,0.4
0,bs12_brick-f137,gpt3-babbage,bs1228,brick,3.0,3.0,bs12,24,0.4
0,dod20_brick-a151,gpt3-babbage,dod2013,brick,2.2,1.5,dod20,18,0.4
0,snbmo09_box-ffee,gpt3-babbage,snbmo09157,box,1.7000000000000002,2.0,snbmo09,26,0.4
0,snbmo09_knife-c031,gpt3-babbage,snbmo0989,knife,1.5,2.0,snbmo09,23,0.4
0,hmsl_paperclip-44bf,gpt3-babbage,hmslUBn73eP3,paperclip,2.8,2.5,hmsl,16,0.4
0,motesf_ball-3a55,gpt3-babbage,motesffc22,ball,2.1,2.4,motesf,21,0.4
0,motesf_lightbulb-bc36,gpt3-babbage,motesf3ef8,lightbulb,3.0,2.4,motesf,20,0.4
0,betal18_box-9d83,gpt3-babbage,betal182117,box,1.9,2.0,betal18,21,0.4
0,hmsl_paperclip-7c4b,gpt3-babbage,hmsl3fDKk8eo,paperclip,1.5,2.5,hmsl,17,0.4
0,dod20_tire-837f,gpt3-babbage,dod2017,tire,2.8,2.8,dod20,14,0.4
0,snbmo09_brick-8f5e,gpt3-babbage,snbmo0971,brick,1.5,1.5,snbmo09,25,0.4
0,motesf_spoon-7b3c,gpt3-babbage,motesf0041,spoon,3.3,3.0,motesf,23,0.4
0,snbmo09_brick-670c,gpt3-babbage,snbmo09105,brick,2.7,3.0,snbmo09,17,0.4
0,snbmo09_knife-3772,gpt3-babbage,snbmo09173,knife,1.5,1.7,snbmo09,15,0.4
0,motesf_hat-35c7,gpt3-babbage,motesf084b,hat,2.4,1.6,motesf,14,0.4
0,dod20_brick-d8e6,gpt3-babbage,dod2071,brick,3.3,3.0,dod20,21,0.4
0,setal08_knife-1f2d,gpt3-babbage,setal083,knife,2.0,1.3,setal08,17,0.4
0,dod20_shovel-4911,gpt3-babbage,dod2062,shovel,3.7,3.5,dod20,18,0.4
0,hmsl_paperclip-6734,gpt3-babbage,hmslA2I3zLm4,paperclip,2.7,2.5,hmsl,19,0.4
0,bs12_brick-6922,gpt3-babbage,bs12109,brick,1.4,2.0,bs12,15,0.4
0,motesf_ball-c49b,gpt3-babbage,motesf6855,ball,2.1,3.3,motesf,24,0.4
0,snbmo09_knife-118e,gpt3-babbage,snbmo09166,knife,3.8,2.0,snbmo09,26,0.4
0,setal08_brick-f3fc,gpt3-babbage,setal08189,brick,1.0,1.0,setal08,31,0.4
0,dod20_book-3504,gpt3-babbage,dod2048,book,4.2,2.8,dod20,16,0.4
0,snbmo09_box-cafb,gpt3-babbage,snbmo0917,box,2.0,3.0,snbmo09,14,0.4
0,snbmo09_brick-9416,gpt3-babbage,snbmo0959,brick,2.0,2.2,snbmo09,15,0.4
0,setal08_brick-fbd5,gpt3-babbage,setal08155,brick,2.3,2.2,setal08,22,0.4
0,motesf_lightbulb-6f2b,gpt3-babbage,motesfd964,lightbulb,3.9,3.0,motesf,30,0.4
0,betal18_rope-e925,gpt3-babbage,betal182085,rope,1.6,2.0,betal18,15,0.4
0,motesf_pencil-54ca,gpt3-babbage,motesfc5ff,pencil,4.1,3.0,motesf,23,0.4
0,bs12_brick-571b,gpt3-babbage,bs1210,brick,2.2,2.2,bs12,15,0.4
0,dod20_brick-9f85,gpt3-babbage,dod2080,brick,2.3,1.8,dod20,17,0.4
0,motesf_toothbrush-7efd,gpt3-babbage,motesf2a38,toothbrush,2.4,2.4,motesf,30,0.4
0,dod20_pants-81b7,gpt3-babbage,dod2065,pants,3.0,3.0,dod20,17,0.4
